id,type,address,neighborhood
DPW1701818,Block Party Permit,"2014 SIDNEY ST, PITTSBURGH, ALLEGHENY, PA, 15203",South Side Flats
DPW1701308,Block Party Permit,"2100 SIDNEY ST, PITTSBURGH, ALLEGHENY, PA, 15203",South Side Flats
DPW1701154,Block Party Permit,"7219 KELLY ST, PITTSBURGH, ALLEGHENY, PA, 15208",Homewood South
DPW1700515,Block Party Permit,"19 HOT METAL ST, PITTSBURGH, ALLEGHENY, PA, 15203",South Side Flats
DPW1700434,Block Party Permit,"418 JUCUNDA ST, PITTSBURGH, ALLEGHENY, PA, 15210",Knoxville
DPW1610363,Block Party Permit,"145 S 12TH ST, PITTSBURGH, ALLEGHENY, PA, 15203",South Side Flats
DPW1610046,Block Party Permit,"6701 REYNOLDS ST, PITTSBURGH, ALLEGHENY, PA, 15206",Point Breeze
DPW1609039,Block Party Permit,"1615 TERMON AVE, PITTSBURGH, ALLEGHENY, PA, 15212",Brighton Heights
DPW1608969,Block Party Permit,"1511 GARFIELD AVE, PITTSBURGH, ALLEGHENY, PA, 15212",Central Northside
DPW1608908,Block Party Permit,"4201 HALDANE ST, PITTSBURGH, ALLEGHENY, PA, 15207",Greenfield
DPW1608902,Block Party Permit,"6371 BURCHFIELD AVE, PITTSBURGH, PA, 15217",Squirrel Hill South
DPW1608423,Block Party Permit,"5421 CORAL ST, PITTSBURGH, ALLEGHENY, PA, 15206",Bloomfield
DPW1608368,Block Party Permit,"201 CHALFONT ST, PITTSBURGH, ALLEGHENY, PA, 15210",Beltzhoover
DPW1608324,Block Party Permit,"1207 RESACA PL, PITTSBURGH, ALLEGHENY, PA, 15212",Central Northside
DPW1608336,Block Party Permit,"936 BEECH AVE, PITTSBURGH, PA, 15233",Allegheny West
DPW1608292,Block Party Permit,"823 GEARING AVE, PITTSBURGH, ALLEGHENY, PA, 15210",Beltzhoover
DPW1608207,Block Party Permit,"5853 PIERCE ST, PITTSBURGH, ALLEGHENY, PA, 15232",Shadyside
DPW1608200,Block Party Permit,"3280 ORLEANS ST, PITTSBURGH, PA, 15214",Perry North
DPW1608055,Block Party Permit,"1525 HATTERAS ST, PITTSBURGH, ALLEGHENY, PA, 15212",Troy Hill
DPW1608018,Block Party Permit,"937 LACLAIR ST, PITTSBURGH, ALLEGHENY, PA, 15218",Regent Square
DPW1607902,Block Party Permit,"5734 NORTHUMBERLAND ST, PITTSBURGH, ALLEGHENY, PA, 15217",Squirrel Hill North
DPW1607863,Block Party Permit,"6654 KINSMAN RD, PITTSBURGH, ALLEGHENY, PA, 15217",Squirrel Hill North
DPW1607848,Block Party Permit,"370 ROUP AVE, PITTSBURGH, ALLEGHENY, PA, 15232",Friendship
DPW1607855,Block Party Permit,"5015 PENN AVE, PITTSBURGH, ALLEGHENY, PA, 15224",Garfield
DPW1607799,Block Party Permit,"3419 DIPLOMA ST, PITTSBURGH, ALLEGHENY, PA, 15212",Brighton Heights
DPW1607767,Block Party Permit,"5473 FAIR OAKS ST, PITTSBURGH, ALLEGHENY, PA, 15217",Squirrel Hill North
DPW1607671,Block Party Permit,"119 CARNEGIE PL, PITTSBURGH, ALLEGHENY, PA, 15208",Point Breeze
DPW1607579,Block Party Permit,"5210 WESTMINSTER PL, PITTSBURGH, ALLEGHENY, PA, 15232",Shadyside
DPW1607523,Block Party Permit,"6400 WILKINS AVE, PITTSBURGH, ALLEGHENY, PA, 15217",Squirrel Hill North
DPW1607478,Block Party Permit,"5601 BUTLER ST, PITTSBURGH, ALLEGHENY, PA, 15201",Upper Lawrenceville
DPW1607484,Block Party Permit,"6654 KINSMAN RD, PITTSBURGH, ALLEGHENY, PA, 15217",Squirrel Hill North
DPW1607472,Block Party Permit,"5211 NATRONA WAY, PITTSBURGH, ALLEGHENY, PA, 15201",Upper Lawrenceville
DPW1607430,Block Party Permit,"1100 PORTLAND ST, PITTSBURGH, ALLEGHENY, PA, 15206",Highland Park
DPW1607438,Block Party Permit,"415 STRATTON LN, PITTSBURGH, ALLEGHENY, PA, 15206",Shadyside
DPW1605325,Block Party Permit,"1854 FORBES AVE, PITTSBURGH, PA, 15219",Bluff
DPW1607345,Block Party Permit,"5812 SOLWAY ST, PITTSBURGH, ALLEGHENY, PA, 15217",Squirrel Hill North
DPW1607333,Block Party Permit,"1235 MURDOCH RD, PITTSBURGH, ALLEGHENY, PA, 15217",Squirrel Hill North
DPW1607336,Block Party Permit,"1337 CORDOVA RD, PITTSBURGH, ALLEGHENY, PA, 15206",Highland Park
DPW1607287,Block Party Permit,"6641 WOODWELL ST, PITTSBURGH, ALLEGHENY, PA, 15217",Squirrel Hill North
DPW1607292,Block Party Permit,"2927 FERNWALD RD, PITTSBURGH, ALLEGHENY, PA, 15217",Squirrel Hill South
DPW1607300,Block Party Permit,"125 S LANG AVE, PITTSBURGH, ALLEGHENY, PA, 15208",Point Breeze
DPW1607257,Block Party Permit,"437 TURRETT ST, PITTSBURGH, ALLEGHENY, PA, 15206",Larimer
DPW1607212,Block Party Permit,"927 BEECH AVE, PITTSBURGH, ALLEGHENY, PA, 15233",Allegheny West
DPW1607214,Block Party Permit,"927 BEECH AVE, PITTSBURGH, ALLEGHENY, PA, 15233",Allegheny West
DPW1607215,Block Party Permit,"927 BEECH AVE, PITTSBURGH, ALLEGHENY, PA, 15233",Allegheny West
DPW1607173,Block Party Permit,"1226 UPTEGRAF ST, PITTSBURGH, ALLEGHENY, PA, 15218",Swisshelm Park
DPW1607176,Block Party Permit,"202 N LANG AVE, PITTSBURGH, ALLEGHENY, PA, 15208",Point Breeze North
DPW1607118,Block Party Permit,"1452 BELDALE ST, PITTSBURGH, ALLEGHENY, PA, 15233",Manchester
DPW1607089,Block Party Permit,"1810 A ST, PITTSBURGH, ALLEGHENY, PA, 15212",California-Kirkbride
DPW1607000,Block Party Permit,"1812 ANTIETAM ST, PITTSBURGH, ALLEGHENY, PA, 15206",Morningside
DPW1605498,Block Party Permit,"1511 CHELTON AVE, PITTSBURGH, ALLEGHENY, PA, 15226",Brookline
DPW1606948,Block Party Permit,"908 WELLESLEY RD, PITTSBURGH, ALLEGHENY, PA, 15206",Highland Park
DPW1606925,Block Party Permit,"578 DORCHESTER AVE, PITTSBURGH, ALLEGHENY, PA, 15226",Brookline
DPW1606871,Block Party Permit,"227 ORVILLE WAY, PITTSBURGH, ALLEGHENY, PA, 15224",Bloomfield
DPW1606877,Block Party Permit,"1603 BRIGHTON PL, PITTSBURGH, ALLEGHENY, PA, 15212",California-Kirkbride
DPW1606840,Block Party Permit,"330 BIGBEE ST, PITTSBURGH, ALLEGHENY, PA, 15211",Mount Washington
DPW1606854,Block Party Permit,"4537 CHATSWORTH ST, PITTSBURGH, ALLEGHENY, PA, 15207",Hazelwood
DPW1606795,Block Party Permit,"384 LEHIGH AVE, PITTSBURGH, ALLEGHENY, PA, 15232",Shadyside
DPW1606796,Block Party Permit,"5173 DEARBORN ST, PITTSBURGH, ALLEGHENY, PA, 15224",Garfield
DPW1405525,Block Party Permit,"137 ZARA ST, PITTSBURGH, PA, 15210",Knoxville
DPW1606685,Block Party Permit,"5919 PENN AVE, PITTSBURGH, ALLEGHENY, PA, 15206",East Liberty
DPW1606633,Block Party Permit,"4314 MAIN ST, PITTSBURGH, ALLEGHENY, PA, 15224",Bloomfield
DPW1606561,Block Party Permit,"5427 NORTHUMBERLAND ST, PITTSBURGH, ALLEGHENY, PA, 15217",Squirrel Hill North
DPW1606537,Block Party Permit,"5727 WOODMONT ST, PITTSBURGH, ALLEGHENY, PA, 15217",Squirrel Hill North
DPW1606540,Block Party Permit,"4947 WALLINGFORD ST, PITTSBURGH, ALLEGHENY, PA, 15213",Shadyside
DPW1606520,Block Party Permit,"174 ROBINSON ST, PITTSBURGH, ALLEGHENY, PA, 15213",West Oakland
DPW1606522,Block Party Permit,"769 S LINDEN AVE, PITTSBURGH, ALLEGHENY, PA, 15208",Point Breeze
DPW1606504,Block Party Permit,"4151 WINDSOR ST, PITTSBURGH, ALLEGHENY, PA, 15217",Greenfield
DPW1405312,Block Party Permit,"BOYLE, PITTSBURGH, PA",
DPW1606397,Block Party Permit,"1207 N SHERIDAN AVE, PITTSBURGH, ALLEGHENY, PA, 15206",Highland Park
DPW1606403,Block Party Permit,"1010 HEBERTON ST, PITTSBURGH, ALLEGHENY, PA, 15206",Highland Park
DPW1606405,Block Party Permit,"1426 MORNINGSIDE AVE, PITTSBURGH, ALLEGHENY, PA, 15206",Morningside
DPW1604011,Block Party Permit,"117 SANFORD ST, PITTSBURGH, PA, 15204",Esplen
DPW1606357,Block Party Permit,"5128 DEARBORN ST, PITTSBURGH, ALLEGHENY, PA, 15224",Garfield
DPW1606331,Block Party Permit,"1118 WIGHTMAN ST, PITTSBURGH, ALLEGHENY, PA, 15217",Squirrel Hill North
DPW1606332,Block Party Permit,"303 WALTER ST, PITTSBURGH, ALLEGHENY, PA, 15210",Allentown
DPW1606309,Block Party Permit,"3104 NORWOOD AVE, PITTSBURGH, ALLEGHENY, PA, 15214",Perry North
DPW1606310,Block Party Permit,"1205 INVERNESS ST, PITTSBURGH, ALLEGHENY, PA, 15217",Squirrel Hill North
DPW1606208,Block Party Permit,"7745 TIOGA ST, PITTSBURGH, ALLEGHENY, PA, 15208",Homewood South
DPW1606178,Block Party Permit,"1110 JANCEY ST, PITTSBURGH, ALLEGHENY, PA, 15206",Morningside
DPW1606192,Block Party Permit,"200 RENOVA ST, PITTSBURGH, ALLEGHENY, PA, 15207",Hazelwood
DPW1606196,Block Party Permit,"1208 FORTUNA AVE, PITTSBURGH, ALLEGHENY, PA, 15226",Brookline
DPW1606140,Block Party Permit,"7112 MT VERNON ST, PITTSBURGH, ALLEGHENY, PA, 15208",Homewood North
DPW1606070,Block Party Permit,"209 BALVER AVE, PITTSBURGH, ALLEGHENY, PA, 15205",Oakwood
DPW1605846,Block Party Permit,"1028 LIVERPOOL ST, PITTSBURGH, ALLEGHENY, PA, 15233",Manchester
DPW1606041,Block Party Permit,"7800 BENNETT ST, PITTSBURGH, ALLEGHENY, PA, 15208",Homewood South
DPW1606024,Block Party Permit,"1422 SEVERN ST, PITTSBURGH, ALLEGHENY, PA, 15217",Squirrel Hill North
DPW1605845,Block Party Permit,"807 LEDLIE ST, PITTSBURGH, ALLEGHENY, PA, 15219",Crawford-Roberts
DPW1605868,Block Party Permit,"3101 ASHLYN ST, PITTSBURGH, ALLEGHENY, PA, 15204",Sheraden
DPW1605817,Block Party Permit,"1347 SQUIRREL HILL AVE, PITTSBURGH, ALLEGHENY, PA, 15217",Squirrel Hill North
DPW1605801,Block Party Permit,"21 LANARK ST, PITTSBURGH, ALLEGHENY, PA, 15214",Fineview
DPW1605810,Block Party Permit,"1216 DUFFIELD ST, PITTSBURGH, ALLEGHENY, PA, 15206",Morningside
DPW1605780,Block Party Permit,"4828 BLACKBERRY WAY, PITTSBURGH, ALLEGHENY, PA, 15201",Central Lawrenceville
DPW1404928,Block Party Permit,"0 N FRANKLIN ST, PITTSBURGH, PA, 15233",South Side Flats
DPW1605734,Block Party Permit,"239 OLYMPIA ST, PITTSBURGH, ALLEGHENY, PA, 15211",Mount Washington
DPW1605714,Block Party Permit,"311 CHARLES ST, PITTSBURGH, ALLEGHENY, PA, 15210",Knoxville
DPW1605659,Block Party Permit,"300 RAYMOND ST, PITTSBURGH, ALLEGHENY, PA, 15218",Swisshelm Park
DPW1605565,Block Party Permit,"7300 MT VERNON ST, PITTSBURGH, ALLEGHENY, PA, 15208",Homewood North
DPW1605566,Block Party Permit,"115 53RD ST, PITTSBURGH, ALLEGHENY, PA, 15201",Upper Lawrenceville
DPW1605567,Block Party Permit,"417 52ND ST, PITTSBURGH, ALLEGHENY, PA, 15201",Upper Lawrenceville
DPW1605569,Block Party Permit,"7906 FRANKSTOWN AVE, PITTSBURGH, ALLEGHENY, PA, 15221",East Hills
DPW1605570,Block Party Permit,"170 49TH ST, PITTSBURGH, ALLEGHENY, PA, 15201",Central Lawrenceville
DPW1605573,Block Party Permit,"1215 SCHIMMER ST, PITTSBURGH, ALLEGHENY, PA, 15212",Marshall-Shadeland
DPW1605554,Block Party Permit,"1222 MORNINGSIDE AVE, PITTSBURGH, ALLEGHENY, PA, 15206",Morningside
DPW1605536,Block Party Permit,"717 SHERWOOD AVE, PITTSBURGH, ALLEGHENY, PA, 15204",Sheraden
DPW1605497,Block Party Permit,"7305 MONTICELLO ST, PITTSBURGH, ALLEGHENY, PA, 15208",Homewood North
DPW1605404,Block Party Permit,"208 S LANG AVE, PITTSBURGH, ALLEGHENY, PA, 15208",Point Breeze
DPW1605361,Block Party Permit,"600 S LINDEN AVE, PITTSBURGH, ALLEGHENY, PA, 15208",Point Breeze
DPW1605364,Block Party Permit,"900 MILTON ST, PITTSBURGH, ALLEGHENY, PA, 15218",Regent Square
DPW1605366,Block Party Permit,"832 DUNSTER ST, PITTSBURGH, ALLEGHENY, PA, 15226",Brookline
DPW1605356,Block Party Permit,"224 SUNCREST ST, PITTSBURGH, ALLEGHENY, PA, 15210",Knoxville
DPW1605341,Block Party Permit,"5119 ROMA WAY, PITTSBURGH, PA, 15207",Hazelwood
DPW1605334,Block Party Permit,"1048 N WHEELER ST, PITTSBURGH, PA, 15208",Homewood North
DPW1605297,Block Party Permit,"3700 PARVISS ST, PITTSBURGH, PA, 15212",Brighton Heights
DPW1605301,Block Party Permit,"1908 WYLIE AVE, PITTSBURGH, PA, 15219",Crawford-Roberts
DPW1605291,Block Party Permit,"301 N EVALINE ST, PITTSBURGH, PA, 15224",Garfield
DPW1605263,Block Party Permit,"2701 CENTRE AVE, PITTSBURGH, PA, 15219",Middle Hill
DPW1605228,Block Party Permit,"507 GETTYSBURG ST, PITTSBURGH, PA, 15206",Point Breeze
DPW1605233,Block Party Permit,"232 S PACIFIC AVE, PITTSBURGH, PA, 15224",Bloomfield
DPW1605235,Block Party Permit,"1210 STRAKA ST, PITTSBURGH, PA, 15204",Crafton Heights
DPW1603746,Block Party Permit,"271 PAULSON AVE, PITTSBURGH, PA, 15206",Larimer
DPW1605214,Block Party Permit,"0 FULTON ST, PITTSBURGH, PA, 15233",Chateau
DPW1605190,Block Party Permit,"619 TRIPOLI ST, PITTSBURGH, PA, 15212",East Allegheny
DPW1605170,Block Party Permit,"0 AHLERS WAY, PITTSBURGH, PA, 15212",Carrick
DPW1604276,Block Party Permit,"3235 WARD ST, PITTSBURGH, PA, 15213",South Oakland
DPW1605131,Block Party Permit,"1335 PAGE ST, PITTSBURGH, PA, 15233",Manchester
DPW1605011,Block Party Permit,"60 S 18TH ST, PITTSBURGH, PA, 15203",South Side Flats
DPW1604961,Block Party Permit,"1121 WINDERMERE DR, PITTSBURGH, PA, 15218",Swisshelm Park
DPW1604968,Block Party Permit,"305 BIRMINGHAM AVE, PITTSBURGH, PA, 15210",Carrick
DPW1604941,Block Party Permit,"5211 NATRONA WAY, PITTSBURGH, PA, 15201",Upper Lawrenceville
DPW1604885,Block Party Permit,"2200 WYLIE AVE, PITTSBURGH, PA, 15219",Middle Hill
DPW1604886,Block Party Permit,"5160 KEYSTONE ST, PITTSBURGH, PA, 15201",Upper Lawrenceville
DPW1604853,Block Party Permit,"1852 ENOCH ST, PITTSBURGH, PA, 15219",Crawford-Roberts
DPW1604855,Block Party Permit,"1818 HETHLON ST, PITTSBURGH, PA, 15220",Westwood
DPW1604805,Block Party Permit,"5173 DEARBORN ST, PITTSBURGH, PA, 15224",Garfield
DPW1604806,Block Party Permit,"2327 REED ST, PITTSBURGH, PA, 15219",Middle Hill
DPW1604777,Block Party Permit,"5324 POCUSSET ST, PITTSBURGH, PA, 15217",Squirrel Hill South
DPW1604459,Block Party Permit,"0 GRACE ST, PITTSBURGH, PA, 15211",Mount Washington
DPW1604796,Block Party Permit,"5002 DEARBORN ST, PITTSBURGH, PA, 15224",Garfield
DPW1604763,Block Party Permit,"0 JACKSONIA ST, PITTSBURGH, PA, 15212",Central Northside
DPW1604460,Block Party Permit,"0 GRACE ST, PITTSBURGH, PA, 15211",Mount Washington
DPW1604767,Block Party Permit,"5802 HOBART ST, PITTSBURGH, PA, 15217",Squirrel Hill South
DPW1604743,Block Party Permit,"3936 HOOSAC ST, PITTSBURGH, PA, 15207",Greenfield
DPW1604750,Block Party Permit,"927 BEECH AVE, PITTSBURGH, PA, 15233",Allegheny West
DPW1604710,Block Party Permit,"2323 LAPLACE ST, PITTSBURGH, PA, 15219",Middle Hill
DPW1604707,Block Party Permit,"148 WINSLOW ST, PITTSBURGH, PA, 15206",Larimer
DPW1604684,Block Party Permit,"141 JUCUNDA ST, PITTSBURGH, PA, 15210",Knoxville
DPW1604694,Block Party Permit,"7344 KELLY ST, PITTSBURGH, PA, 15208",Homewood South
DPW1604677,Block Party Permit,"5419 POTTER ST, PITTSBURGH, PA, 15232",Shadyside
DPW1604666,Block Party Permit,"BONVUE, PITTSBURGH, PA",
DPW1604568,Block Party Permit,"1235 MALVERN AVE, PITTSBURGH, PA, 15217",Squirrel Hill North
DPW1504848,Block Party Permit,"0 CLIFF ST, PITTSBURGH, PA, 15219",
DPW1604518,Block Party Permit,"400 JUCUNDA ST, PITTSBURGH, PA, 15210",Knoxville
DPW1604491,Block Party Permit,"7401 MONTICELLO ST, PITTSBURGH, PA, 15208",Homewood North
DPW1604397,Block Party Permit,"6327 SHETLAND AVE, PITTSBURGH, PA, 15206",Larimer
DPW1604403,Block Party Permit,"82 LAFFERTY AVE, PITTSBURGH, PA, 15210",Beltzhoover
DPW1604396,Block Party Permit,"307 KENNEDY AVE, PITTSBURGH, PA, 15214",Perry South
DPW1604269,Block Party Permit,"60 S 18TH ST, PITTSBURGH, PA, 15203",South Side Flats
DPW1604052,Block Party Permit,"810 GALVESTON AVE, PITTSBURGH, PA, 15233",Allegheny West
DPW1604013,Block Party Permit,"5800 WAYNE RD, PITTSBURGH, PA, 15206",Highland Park
DPW1604014,Block Party Permit,"5800 WAYNE RD, PITTSBURGH, PA, 15206",Highland Park
DPW1603963,Block Party Permit,"6942 UPLAND ST, PITTSBURGH, PA, 15208",Homewood West
DPW1603974,Block Party Permit,"39 S 13TH ST, PITTSBURGH, PA, 15203",South Side Flats
DPW1603699,Block Party Permit,"1801 JANCEY ST, PITTSBURGH, PA, 15206",Morningside
DPW1603661,Block Party Permit,"316 ALLEN ST, PITTSBURGH, PA, 15210",Allentown
DPW1603486,Block Party Permit,"617 DANBURY ST, PITTSBURGH, PA, 15214",Perry South
DPW1603468,Block Party Permit,"56 DEFOE ST, PITTSBURGH, PA, 15214",Perry North
DPW1603329,Block Party Permit,"927 BEECH AVE, PITTSBURGH, PA, 15233",Allegheny West
DPW1603283,Block Party Permit,"0 S 9TH ST, PITTSBURGH, PA, 15203",South Side Flats
DPW1603284,Block Party Permit,"0 S 9TH ST, PITTSBURGH, PA, 15203",South Side Flats
DPW1603232,Block Party Permit,"517 S MURTLAND ST, PITTSBURGH, PA, 15208",Point Breeze
DPW1603140,Block Party Permit,"346 SPAHR ST, PITTSBURGH, PA, 15232",Shadyside
DPW1603142,Block Party Permit,"5510 DARLINGTON RD, PITTSBURGH, PA, 15217",Squirrel Hill South
DPW1603145,Block Party Permit,"5510 DARLINGTON RD, PITTSBURGH, PA, 15217",Squirrel Hill South
DPW1602850,Block Party Permit,"0 WESTBORN ST, PITTSBURGH, PA, 15212",Marshall-Shadeland
DPW1602734,Block Party Permit,"0 39TH ST, PITTSBURGH, PA, 15201",Lower Lawrenceville
DPW1602680,Block Party Permit,"1126 MELLON ST, PITTSBURGH, PA, 15206",Highland Park
DPW1602690,Block Party Permit,"918 MEMORY LN, PITTSBURGH, ALLEGHENY, PA, 15219",Bedford Dwellings
DPW1403076,Block Party Permit,"1117 PORTLAND ST, PITTSBURGH, PA, 15206",Highland Park
DPW1602320,Block Party Permit,"7241 RACE ST, PITTSBURGH, PA, 15208",Homewood North
DPW1602260,Block Party Permit,"5615 WILKINS AVE, PITTSBURGH, PA, 15217",Squirrel Hill North
DPW1602249,Block Party Permit,"49 S 19TH ST, PITTSBURGH, PA, 15203",South Side Flats
DPW1602145,Block Party Permit,"1300 BENNINGTON AVE, PITTSBURGH, PA, 15217",Squirrel Hill North
DPW1602146,Block Party Permit,"1200 BENNINGTON AVE, PITTSBURGH, PA, 15217",Squirrel Hill North
DPW1602126,Block Party Permit,"301 S CRAIG ST, PITTSBURGH, PA, 15213",North Oakland
DPW1602042,Block Party Permit,"1615 TERMON AVE, PITTSBURGH, PA, 15212",Brighton Heights
DPW1601460,Block Party Permit,"414 GRANT ST, PITTSBURGH, PA, 15219",Central Business District
DPW1601046,Block Party Permit,"7219 KELLY ST, PITTSBURGH, PA, 15208",Homewood South
DPW1401067,Block Party Permit,"0 DECATUR ST, PITTSBURGH, PA, 15233",Manchester
DPW1600910,Block Party Permit,"77 HOT METAL ST, PITTSBURGH, PA, 15203",South Side Flats
DPW1600705,Block Party Permit,"11 S 14TH ST, PITTSBURGH, PA, 15203",South Side Flats
DPW1600146,Block Party Permit,", PITTSBURGH, PA",
DPW1600147,Block Party Permit,", PITTSBURGH, PA",
DPW1503234,Block Party Permit,"810 BELLEFONTE ST, PITTSBURGH, PA, 15232",Shadyside
DPW1503088,Block Party Permit,"505 S MURTLAND ST, PITTSBURGH, PA, 15208",Point Breeze
DPW1503046,Block Party Permit,"1101 N MURTLAND ST, PITTSBURGH, PA, 15208",Homewood West
DPW1503053,Block Party Permit,"0 THOMAS BLVD, PITTSBURGH, PA, 15208",Point Breeze North
DPW1503043,Block Party Permit,"126 N WHITFIELD ST, PITTSBURGH, PA, 15206",East Liberty
DPW1503006,Block Party Permit,"301 S CRAIG ST, PITTSBURGH, PA, 15213",North Oakland
DPW1502988,Block Party Permit,"1008 JEROME ST, PITTSBURGH, PA, 15220",Westwood
DPW1502975,Block Party Permit,"61 LAFFERTY AVE, PITTSBURGH, PA, 15210",Beltzhoover
DPW1502918,Block Party Permit,"3235 WARD ST, PITTSBURGH, PA, 15213",South Oakland
DPW1502779,Block Party Permit,"5510 DARLINGTON RD, PITTSBURGH, PA, 15217",Squirrel Hill South
DPW1502713,Block Party Permit,"2812 SHELLY ST, PITTSBURGH, PA, 15203",South Side Slopes
DPW1502477,Block Party Permit,"122 S 17TH ST, PITTSBURGH, PA, 15203",South Side Flats
DPW1502482,Block Party Permit,"1214 BENNINGTON AVE, PITTSBURGH, PA, 15217",Squirrel Hill North
DPW1502380,Block Party Permit,"610 S MAIN ST, PITTSBURGH, PA, 15220",West End
DPW1502097,Block Party Permit,"6944 UPLAND ST, PITTSBURGH, PA, 15208",Homewood West
DPW1501717,Block Party Permit,"5800 WAYNE RD, PITTSBURGH, PA, 15206",Highland Park
DPW1501656,Block Party Permit,"454 SAPPHIRE WAY, PITTSBURGH, PA, 15224",Bloomfield
DPW1501657,Block Party Permit,"7241 RACE ST, PITTSBURGH, PA, 15208",Homewood North
DPW1501652,Block Party Permit,"733 COPELAND ST, PITTSBURGH, PA, 15232",Shadyside
DPW1501637,Block Party Permit,"5615 WILKINS AVE, PITTSBURGH, PA, 15217",Squirrel Hill North
DPW1501628,Block Party Permit,"120 WHITFIELD ST, PITTSBURGH, PA, 15206",East Liberty
DPW1501118,Block Party Permit,"4317 WILLOW ST, PITTSBURGH, PA, 15201",Central Lawrenceville
DPW1500686,Block Party Permit,"402 S LANG AVE, PITTSBURGH, PA, 15208",Point Breeze
DPW1500420,Block Party Permit,"7219 KELLY ST, PITTSBURGH, PA, 15208",Homewood South
DPW1407904,Block Party Permit,"1220 BREED ST, PITTSBURGH, PA, 15203",South Side Flats
DPW1407518,Block Party Permit,"0 CAREY WAY, PITTSBURGH, PA, 15203",South Side Flats
DPW1407294,Block Party Permit,"0 REYNOLDS ST, PITTSBURGH, PA, 15206",Point Breeze
DPW1407234,Block Party Permit,"100 24TH ST, PITTSBURGH, PA, 15222",South Side Flats
DPW1406774,Block Party Permit,"18 MELBA PL, PITTSBURGH, PA, 15213",Central Oakland
DPW1406724,Block Party Permit,"306 ALRIES ST, PITTSBURGH, PA, 15210",Carrick
DPW1103249,Block Party Permit,", PITTSBURGH, PA",
DPW1406697,Block Party Permit,"524 DELMONT AVE, PITTSBURGH, PA, 15210",Beltzhoover
DPW1406587,Block Party Permit,"280 FISK ST, PITTSBURGH, PA, 15201",Central Lawrenceville
DPW1406579,Block Party Permit,"5401 GLENWOOD AVE, PITTSBURGH, PA, 15207",Hazelwood
DPW1406429,Block Party Permit,"0 HARVARD SQ, PITTSBURGH, PA, 15206",East Liberty
DPW1406330,Block Party Permit,"936 BEECH AVE, PITTSBURGH, PA, 15233",Allegheny West
DPW1306303,Block Party Permit,"MT VERNON ST, PITTSBURGH, PA, 15208",
DPW1102704,Block Party Permit,", PITTSBURGH, PA",
DPW1102665,Block Party Permit,", PITTSBURGH, PA",
DPW1406163,Block Party Permit,"7123 KELLY ST, PITTSBURGH, PA, 15208",Homewood South
DPW1405902,Block Party Permit,"1854 FORBES AVE, PITTSBURGH, PA, 15219",Bluff
DPW1405833,Block Party Permit,"3280 ORLEANS ST, PITTSBURGH, PA, 15214",Perry North
DPW1405794,Block Party Permit,"937 LACLAIR ST, PITTSBURGH, PA, 15218",Regent Square
DPW1405773,Block Party Permit,"330 BIGBEE ST, PITTSBURGH, PA, 15211",Mount Washington
DPW1405712,Block Party Permit,"1133 OLIVIA ST, PITTSBURGH, PA, 15218",Swisshelm Park
DPW1405713,Block Party Permit,"6400 WILKINS AVE, PITTSBURGH, PA, 15217",Squirrel Hill North
DPW1405701,Block Party Permit,"3546 CAMPUS ST, PITTSBURGH, PA, 15212",Brighton Heights
DPW1405593,Block Party Permit,"0 EDNA ST, PITTSBURGH, PA, 15219",Bluff
DPW1405594,Block Party Permit,"0 MILTENBERGER ST, PITTSBURGH, PA, 15219",Bluff
DPW1405569,Block Party Permit,"101 CARNEGIE PL, PITTSBURGH, PA, 15208",Point Breeze
DPW1405571,Block Party Permit,"2438 HAYSON AVE, PITTSBURGH, PA, 15220",Banksville
DPW1405577,Block Party Permit,"325 DINWIDDIE ST, PITTSBURGH, PA, 15219",Crawford-Roberts
DPW1405586,Block Party Permit,"3854 BAYTREE ST, PITTSBURGH, PA, 15214",Perry North
DPW1405498,Block Party Permit,"1822 ADAMS ST, PITTSBURGH, PA, 15233",Manchester
DPW1405500,Block Party Permit,"20 RICHEY AVE, PITTSBURGH, PA, 15214",Perry North
DPW1405479,Block Party Permit,"2054 CROSBY AVE, PITTSBURGH, PA, 15216",Beechview
DPW1405413,Block Party Permit,"1208 FORTUNA AVE, PITTSBURGH, PA, 15226",Brookline
DPW1405406,Block Party Permit,"0 MONTEREY ST, PITTSBURGH, PA, 15212",
DPW1405392,Block Party Permit,"370 ROUP AVE, PITTSBURGH, PA, 15232",Friendship
DPW1405382,Block Party Permit,"1235 MURDOCH RD, PITTSBURGH, PA, 15217",Squirrel Hill North
DPW1405368,Block Party Permit,"1118 WIGHTMAN ST, PITTSBURGH, PA, 15217",Squirrel Hill North
DPW1405351,Block Party Permit,"5727 WOODMONT ST, PITTSBURGH, PA, 15217",Squirrel Hill North
DPW1405346,Block Party Permit,"6371 BURCHFIELD AVE, PITTSBURGH, PA, 15217",Squirrel Hill South
DPW1405328,Block Party Permit,"181 S 17TH ST, PITTSBURGH, PA, 15203",South Side Flats
DPW1405335,Block Party Permit,"201 ELYSIAN ST, PITTSBURGH, PA, 15208",Point Breeze
DPW1405319,Block Party Permit,"415 STRATTON LN, PITTSBURGH, PA, 15206",Shadyside
DPW1405323,Block Party Permit,"352 W PENN PL, PITTSBURGH, PA, 15224",Bloomfield
DPW1405263,Block Party Permit,"5454 ALBEMARLE AVE, PITTSBURGH, PA, 15237",Squirrel Hill North
